Term,Artist,Genres,Popularity
long_term,DJ Khaled,"hip hop, miami hip hop, pop rap, rap",75
long_term,Bill Withers,"classic soul, funk, quiet storm, soul",73
long_term,Carpenters,"adult standards, mellow gold, soft rock",67
long_term,Norah Jones,"contemporary vocal jazz, jazz pop, vocal jazz",73
long_term,Andy Grammer,"neo mellow, post-teen pop, viral pop",66
long_term,Mitski,"brooklyn indie, pov: indie",84
long_term,The Jacksons,"disco, motown",57
long_term,The Doobie Brothers,"album rock, classic rock, country rock, folk rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock",66
long_term,Brent Faiyaz,"r&b, rap",84
long_term,Dean Martin,"adult standards, easy listening, lounge, vocal jazz",69
long_term,Duke Ellington,"african-american classical, harlem renaissance, jazz, jazz piano, swing, vocal jazz",57
long_term,FIFTY FIFTY,k-pop girl group,68
long_term,Lynyrd Skynyrd,"album rock, classic rock, hard rock, rock, southern rock",72
long_term,The Dave Brubeck Quartet,"bebop, jazz, jazz quartet",56
long_term,Steven Universe,pov: indie,66
long_term,REO Speedwagon,"album rock, classic rock, glam metal, hard rock, heartland rock, mellow gold, rock, soft rock",64
long_term,Chelsea Cutler,alt z,66
long_term,ZAYN,"pop, uk pop",75
long_term,d4vd,bedroom pop,77
long_term,Rosie Darling,alt z,55
long_term,The Band Perry,"contemporary country, country, country dawn, country road",55
long_term,George Harrison,"album rock, classic rock, folk rock, mellow gold, rock, singer-songwriter, soft rock",66
long_term,Kina Grannis,"acoustic pop, viral pop",59
long_term,Electric Light Orchestra,"album rock, art rock, beatlesque, classic rock, glam rock, mellow gold, rock, soft rock, symphonic rock",70
long_term,Clinton Kane,"alt z, gen z singer-songwriter",63
long_term,The Police,"album rock, classic rock, permanent wave, rock",76
long_term,Zac Efron,"hollywood, movie tunes, post-teen pop",67
long_term,Bleachers,"indie pop, indie poptimism, modern rock, pov: indie",69
long_term,Gorillaz,"alternative hip hop, modern rock, rock",78
long_term,Bon Jovi,"glam metal, rock",77
long_term,Glen Campbell,"adult standards, arkansas country, classic country pop, folk rock, mellow gold, nashville sound, singer-songwriter, soft rock",61
long_term,Chris Lane,"contemporary country, country, country road, modern country rock",56
long_term,Plain White T's,"modern rock, neo mellow, neon pop punk, pop punk, pop rock",63
long_term,The Teskey Brothers,australian americana,63
long_term,Rod Stewart,"mellow gold, soft rock",72
long_term,Dizzy Gillespie,"bebop, contemporary post-bop, jazz, jazz trumpet, vocal jazz",49
long_term,Albert King,"blues, blues rock, electric blues, memphis soul, soul blues, traditional blues",49
long_term,Lana Del Rey,"art pop, pop",90
long_term,Reba McEntire,"classic oklahoma country, contemporary country, country, country dawn, country road",61
long_term,Jay & The Americans,"bubblegum pop, classic garage rock, doo-wop, merseybeat, rock-and-roll",49
long_term,The Marcus King Band,"jam band, modern blues, modern blues rock",51
long_term,Keith Urban,"australian country, australian pop, contemporary country, country, country road, modern country rock",68
long_term,BROCKHAMPTON,"boy band, rap",64
long_term,Kevin Gates,"baton rouge rap, rap, southern hip hop, trap",72
long_term,Ne-Yo,"dance pop, pop, r&b, urban contemporary",79
long_term,Tom Petty,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",69
long_term,Tony Bennett,"adult standards, easy listening, lounge, vocal jazz",62
long_term,Tiësto,"big room, brostep, dutch edm, edm, house, pop dance, slap house, trance",84
long_term,Bruce Springsteen,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",74
long_term,Snow Patrol,"irish rock, modern rock, neo mellow, permanent wave, pop rock",68
long_term,Zach Bryan,classic oklahoma country,87
long_term,UMI,"alternative r&b, bedroom soul",68
long_term,Grateful Dead,"cosmic american, jam band, psychedelic rock",64
long_term,Radiohead,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",81
long_term,Adam Hambrick,"arkansas country, country pop",32
long_term,The Spinners,"classic soul, disco, funk, motown, philly soul, quiet storm, soul, southern soul",59
long_term,Leona Lewis,"british soul, dance pop, pop, talent show",65
long_term,Wham!,"new romantic, new wave pop, soft rock",69
long_term,Cold War Kids,"indie rock, modern alternative rock, modern rock, piano rock, stomp and holler",61
long_term,AC/DC,"australian rock, hard rock, rock",81
long_term,George Michael,new wave pop,72
long_term,Whitney Houston,"dance pop, pop",75
long_term,The Black Keys,"alternative rock, blues rock, garage rock, indie rock, indietronica, modern blues rock, modern rock, punk blues, rock, roots rock",72
long_term,Disclosure,"edm, house, indietronica, uk dance",72
long_term,Mat Kearney,"acoustic pop, neo mellow",52
long_term,Cast of High School Musical: The Musical: The Series,movie tunes,47
long_term,Jung Kook,k-pop,86
long_term,Bad Bunny,"reggaeton, trap latino, urbano latino",95
